OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
437,05/25/2021 06:00:00 AM,6980,43664,65459,52749,4209,2334,9463,6274,10810,2821,19732,2029,16518,19174,1347,70728,84838,2984,2606,6009,2154,14537,7641,3620,0
438,05/26/2021 06:00:00 AM,6989,43685,65494,52759,4209,2336,9464,6281,10820,2821,19736,2030,16525,19185,1347,70743,84876,2988,2605,6010,2155,14546,7651,3623,0
439,05/27/2021 06:00:00 AM,6991,43700,65513,52785,4214,2340,9472,6285,10831,2825,19743,2030,16537,19188,1347,70769,84910,2991,2607,6013,2157,14557,7660,3630,0
440,05/28/2021 06:00:00 AM,6995,43730,65557,52797,4215,2340,9473,6293,10845,2825,19752,2031,16546,19195,1348,70789,84956,2996,2608,6016,2157,14567,7670,3642,0
441,05/29/2021 06:00:00 AM,6998,43750,65589,52820,4215,2341,9475,6297,10854,2827,19758,2033,16555,19201,1348,70806,84990,2996,2610,6018,2156,14574,7673,3644,0
442,05/30/2021 06:00:00 AM,7002,43769,65612,52839,4216,2341,9476,6298,10856,2827,19769,2033,16559,19207,1348,70903,85033,2996,2611,6021,2157,14581,7679,3644,0
443,05/31/2021 06:00:00 AM,7006,43778,65627,52852,4217,2341,9477,6299,10861,2828,19772,2033,16563,19210,1348,70921,85056,2997,2611,6023,2158,14586,7684,3646,0
444,06/01/2021 06:00:00 AM,7008,43787,65643,52865,4218,2341,9479,6301,10865,2828,19773,2034,16565,19217,1348,70930,85079,2997,2613,6026,2159,14587,7685,3647,0
445,06/02/2021 06:00:00 AM,7008,43794,65655,52860,4219,2341,9481,6301,10870,2828,19776,2034,16568,19218,1348,70935,85089,2998,2613,6028,2160,14595,7683,3658,0
446,06/03/2021 06:00:00 AM,7011,43807,65677,52872,4220,2342,9482,6304,10881,2829,19780,2034,16577,19225,1348,70944,85111,2998,2613,6031,2161,14601,7685,3661,0
447,06/04/2021 06:00:00 AM,7013,43814,65696,52902,4221,2343,9487,6309,10887,2832,19783,2034,16585,19232,1350,70958,85133,2998,2613,6032,2161,14606,7688,3662,0
448,06/05/2021 06:00:00 AM,7018,43825,65709,52925,4222,2343,9491,6309,10889,2837,19787,2035,16590,19241,1350,70971,85156,3000,2613,6036,2163,14609,7689,3663,0
449,06/06/2021 06:00:00 AM,7018,43832,65726,52940,4222,2344,9494,6310,10891,2839,19791,2036,16593,19246,1350,70978,85185,3000,2613,6036,2165,14613,7689,3664,0
450,06/07/2021 06:00:00 AM,7020,43841,65735,52952,4225,2345,9496,6310,10892,2839,19792,2036,16597,19250,1350,70985,85204,3001,2613,6036,2167,14616,7693,3664,0
451,06/08/2021 06:00:00 AM,7021,43848,65753,52955,4225,2346,9497,6311,10898,2839,19794,2038,16599,19253,1350,70995,85218,3002,2613,6036,2168,14617,7696,3665,0
452,06/09/2021 06:00:00 AM,7025,43862,65771,52967,4227,2347,9503,6311,10899,2840,19795,2040,16602,19259,1350,71010,85239,3002,2613,6038,2169,14626,7700,3668,0
453,06/10/2021 06:00:00 AM,7025,43867,65788,52981,4227,2348,9508,6312,10906,2842,19800,2041,16606,19269,1350,71024,85264,3002,2614,6038,2169,14630,7701,3672,0
454,06/11/2021 06:00:00 AM,7027,43877,65798,52996,4230,2348,9507,6315,10916,2844,19803,2041,16609,19275,1350,71033,85295,3002,2616,6039,2169,14632,7703,3672,0
455,06/12/2021 06:00:00 AM,7030,43885,65793,53012,4230,2349,9508,6317,10925,2844,19804,2040,16612,19278,1350,71044,85322,3003,2616,6038,2171,14634,7705,3673,0
456,06/13/2021 06:00:00 AM,7035,43888,65804,53025,4231,2349,9509,6318,10929,2844,19808,2040,16617,19281,1351,71052,85334,3004,2616,6039,2174,14633,7708,3676,0
457,06/14/2021 06:00:00 AM,7036,43891,65813,53029,4233,2349,9511,6318,10933,2845,19812,2041,16618,19283,1351,71059,85346,3004,2616,6039,2177,14634,7709,3678,0
458,06/15/2021 06:00:00 AM,7037,43898,65830,53032,4234,2349,9512,6318,10936,2846,19814,2041,16618,19287,1351,71065,85362,3004,2618,6039,2177,14636,7709,3679,0
459,06/16/2021 06:00:00 AM,7039,43903,65844,53043,4234,2350,9517,6319,10938,2846,19816,2043,16620,19287,1351,71071,85375,3004,2618,6044,2179,14639,7711,3679,0
460,06/17/2021 06:00:00 AM,7043,43910,65853,53048,4234,2350,9519,6322,10940,2847,19820,2043,16626,19288,1351,71081,85387,3003,2618,6048,2180,14644,7711,3683,0
461,06/18/2021 06:00:00 AM,7044,43917,65860,53065,4237,2350,9519,6323,10946,2847,19822,2044,16626,19295,1351,71089,85403,3004,2619,6048,2180,14647,7713,3686,0
462,06/19/2021 06:00:00 AM,7044,43924,65872,53074,4237,2350,9520,6325,10951,2847,19822,2044,16630,19297,1351,71097,85411,3004,2620,6048,2180,14648,7715,3686,0
463,06/20/2021 06:00:00 AM,7044,43927,65880,53085,4237,2350,9520,6325,10953,2847,19823,2044,16631,19299,1351,71105,85414,3005,2620,6049,2180,14648,7716,3686,0
464,06/21/2021 06:00:00 AM,7044,43930,65884,53091,4237,2350,9522,6325,10953,2847,19823,2044,16631,19302,1353,71110,85420,3005,2620,6050,2181,14650,7719,3688,0
465,06/22/2021 06:00:00 AM,7044,43934,65888,53098,4238,2350,9523,6328,10955,2847,19826,2044,16632,19305,1353,71113,85430,3006,2621,6051,2182,14652,7720,3688,0
466,06/23/2021 06:00:00 AM,7050,43940,65902,53097,4240,2350,9524,6330,10957,2847,19828,2044,16635,19307,1353,71119,85437,3006,2622,6053,2182,14653,7720,3691,0
467,06/24/2021 06:00:00 AM,7052,43950,65920,53104,4240,2350,9525,6332,10958,2850,19829,2044,16636,19312,1353,71121,85446,3006,2622,6053,2183,14655,7720,3692,0
468,06/25/2021 06:00:00 AM,7053,43956,65928,53109,4239,2350,9526,6332,10959,2850,19830,2044,16638,19314,1354,71134,85461,3007,2623,6056,2183,14656,7722,3693,0
469,06/26/2021 06:00:00 AM,7053,43958,65927,53124,4239,2351,9526,6334,10959,2850,19830,2044,16646,19317,1354,71141,85477,3009,2623,6056,2184,14657,7725,3694,0
470,06/27/2021 06:00:00 AM,7054,43963,65935,53128,4239,2351,9527,6336,10962,2850,19831,2044,16647,19322,1355,71153,85495,3009,2624,6057,2184,14658,7725,3695,0
471,06/28/2021 06:00:00 AM,7054,43966,65939,53132,4239,2352,9527,6336,10962,2850,19832,2044,16648,19322,1355,71162,85504,3010,2624,6059,2184,14658,7725,3697,0
472,06/29/2021 06:00:00 AM,7054,43967,65943,53133,4239,2352,9527,6340,10963,2851,19833,2044,16650,19324,1355,71171,85509,3010,2624,6060,2184,14660,7727,3697,0
473,06/30/2021 06:00:00 AM,7056,43974,65948,53141,4239,2352,9527,6342,10966,2851,19834,2044,16655,19325,1358,71180,85518,3010,2625,6060,2184,14662,7731,3697,0
474,07/01/2021 06:00:00 AM,7056,43978,65958,53148,4239,2352,9528,6345,10968,2851,19837,2044,16658,19332,1358,71190,85537,3010,2625,6063,2184,14665,7731,3697,0
475,07/02/2021 06:00:00 AM,7057,43986,65966,53146,4240,2352,9528,6351,10970,2851,19841,2045,16661,19338,1361,71209,85556,3010,2625,6065,2184,14668,7732,3697,0
476,07/03/2021 06:00:00 AM,7057,43993,65977,53150,4239,2352,9528,6356,10973,2852,19842,2046,16665,19349,1361,71225,85577,3012,2626,6067,2185,14668,7735,3700,0
477,07/04/2021 06:00:00 AM,7057,43994,65988,53156,4239,2352,9528,6359,10975,2853,19844,2048,16667,19352,1361,71233,85592,3012,2626,6067,2185,14671,7736,3701,0
478,07/05/2021 06:00:00 AM,7057,43998,65990,53162,4239,2352,9528,6359,10976,2853,19849,2048,16668,19352,1361,71243,85600,3012,2626,6067,2185,14671,7737,3701,0
479,07/06/2021 06:00:00 AM,7057,44005,65996,53169,4239,2352,9528,6360,10978,2854,19849,2048,16670,19352,1361,71251,85608,3013,2626,6068,2185,14671,7739,3702,0
480,07/07/2021 06:00:00 AM,7058,44009,66004,53176,4241,2352,9528,6364,10980,2855,19851,2049,16672,19351,1361,71257,85617,3013,2626,6071,2185,14671,7741,3704,0
481,07/08/2021 06:00:00 AM,7059,44022,66018,53185,4241,2352,9528,6367,10981,2855,19856,2049,16675,19360,1361,71268,85635,3013,2626,6076,2185,14673,7743,3707,0
482,07/09/2021 06:00:00 AM,7062,44032,66030,53210,4242,2353,9531,6370,10984,2855,19860,2050,16681,19370,1361,71296,85660,3014,2626,6076,2186,14679,7744,3708,0
483,07/10/2021 06:00:00 AM,7066,44045,66048,53217,4245,2353,9533,6371,10988,2855,19863,2055,16687,19376,1361,71311,85687,3014,2626,6078,2187,14685,7746,3710,0
484,07/11/2021 06:00:00 AM,7067,44056,66059,53228,4245,2354,9534,6374,10989,2856,19865,2055,16689,19378,1361,71321,85701,3014,2626,6082,2187,14686,7749,3710,0
485,07/12/2021 06:00:00 AM,7068,44065,66069,53232,4245,2354,9537,6380,10992,2856,19872,2055,16691,19380,1362,71334,85718,3014,2626,6083,2187,14686,7749,3710,0
486,07/13/2021 06:00:00 AM,7068,44074,66074,53237,4247,2356,9540,6383,10998,2856,19877,2056,16694,19385,1362,71354,85760,3015,2627,6083,2187,14688,7749,3713,0
487,07/14/2021 06:00:00 AM,7071,44082,66088,53242,4247,2357,9545,6388,11004,2857,19882,2056,16696,19390,1361,71369,85781,3015,2627,6088,2187,14690,7751,3713,0
488,07/15/2021 06:00:00 AM,7071,44107,66112,53247,4247,2358,9549,6395,11005,2857,19889,2057,16699,19399,1361,71396,85836,3015,2627,6088,2188,14693,7754,3715,0
489,07/16/2021 06:00:00 AM,7072,44125,66127,53267,4251,2359,9552,6398,11015,2857,19897,2057,16703,19406,1362,71432,85875,3017,2628,6091,2188,14697,7757,3715,0
490,07/17/2021 06:00:00 AM,7076,44158,66149,53277,4252,2359,9556,6399,11020,2858,19903,2058,16710,19413,1362,71462,85921,3017,2628,6093,2189,14698,7757,3716,0
491,07/18/2021 06:00:00 AM,7077,44169,66175,53292,4254,2359,9560,6404,11024,2858,19905,2058,16716,19421,1362,71493,85963,3017,2628,6094,2189,14700,7760,3719,0
492,07/19/2021 06:00:00 AM,7078,44177,66191,53300,4256,2360,9566,6409,11034,2861,19909,2058,16722,19426,1362,71519,85986,3017,2630,6097,2190,14705,7764,3719,0
493,07/20/2021 06:00:00 AM,7078,44189,66207,53325,4257,2360,9572,6410,11040,2862,19916,2058,16730,19438,1362,71538,86014,3018,2630,6101,2191,14705,7770,3720,0
494,07/21/2021 06:00:00 AM,7078,44210,66229,53355,4257,2361,9574,6412,11045,2862,19925,2058,16741,19448,1363,71579,86073,3021,2631,6110,2194,14713,7775,3721,0
495,07/22/2021 06:00:00 AM,7081,44245,66252,53373,4264,2363,9583,6422,11059,2865,19942,2060,16747,19463,1363,71636,86125,3023,2632,6119,2195,14723,7781,3722,0
496,07/23/2021 06:00:00 AM,7082,44284,66296,53387,4270,2363,9585,6431,11066,2865,19953,2061,16763,19476,1365,71691,86175,3026,2633,6122,2196,14727,7786,3723,0
497,07/24/2021 06:00:00 AM,7084,44318,66335,53413,4274,2363,9589,6444,11077,2866,19960,2066,16775,19487,1365,71742,86236,3029,2633,6134,2198,14733,7795,3727,0
498,07/25/2021 06:00:00 AM,7087,44343,66370,53455,4282,2365,9592,6448,11088,2868,19978,2068,16792,19494,1365,71788,86286,3029,2633,6146,2202,14737,7803,3730,0
499,07/26/2021 06:00:00 AM,7088,44373,66398,53475,4285,2365,9597,6452,11100,2869,19988,2069,16801,19498,1366,71842,86343,3029,2633,6153,2202,14738,7808,3733,0
500,07/27/2021 06:00:00 AM,7091,44401,66431,53510,4285,2365,9602,6456,11110,2871,20003,2069,16811,19541,1366,71873,86404,3032,2634,6159,2203,14747,7815,3735,0
501,07/28/2021 06:00:00 AM,7092,44451,66500,53537,4290,2367,9608,6476,11120,2871,20014,2069,16826,19562,1365,71930,86487,3032,2634,6170,2206,14756,7829,3738,0
502,07/29/2021 06:00:00 AM,7097,44530,66562,53580,4305,2373,9613,6485,11146,2874,20032,2069,16853,19577,1366,71991,86572,3036,2638,6182,2208,14765,7839,3742,0
503,07/30/2021 06:00:00 AM,7098,44575,66620,53643,4309,2376,9621,6495,11161,2882,20056,2071,16878,19592,1367,72088,86656,3039,2637,6199,2211,14782,7857,3748,0
504,07/31/2021 06:00:00 AM,7104,44626,66693,53692,4316,2377,9630,6507,11190,2895,20079,2072,16896,19619,1368,72186,86765,3045,2639,6216,2212,14791,7876,3754,0
505,08/01/2021 06:00:00 AM,7110,44682,66744,53743,4327,2378,9640,6517,11211,2903,20103,2074,16918,19634,1371,72276,86871,3046,2641,6229,2217,14804,7892,3764,0
506,08/02/2021 06:00:00 AM,7111,44721,66797,53777,4337,2384,9644,6522,11231,2916,20129,2074,16934,19646,1371,72342,86971,3047,2644,6243,2218,14815,7899,3769,0
507,08/03/2021 06:00:00 AM,7115,44760,66839,53809,4337,2384,9647,6534,11244,2918,20152,2075,16952,19662,1372,72383,87051,3049,2646,6248,2218,14817,7924,3774,0
508,08/04/2021 06:00:00 AM,7116,44836,66921,53876,4339,2386,9655,6545,11273,2924,20195,2077,16980,19673,1374,72481,87196,3050,2652,6260,2220,14850,7946,3780,0
509,08/05/2021 06:00:00 AM,7133,44932,67003,53938,4348,2388,9672,6566,11291,2929,20230,2079,17012,19692,1378,72596,87313,3052,2655,6277,2223,14875,7967,3785,0
510,08/06/2021 06:00:00 AM,7142,45008,67125,54010,4358,2393,9681,6590,11339,2947,20274,2083,17044,19725,1379,72714,87492,3054,2661,6292,2230,14895,7994,3794,0
511,08/07/2021 06:00:00 AM,7160,45091,67227,54103,4369,2395,9695,6611,11386,2950,20314,2087,17078,19755,1381,72825,87681,3060,2665,6308,2231,14910,8034,3800,0
512,08/08/2021 06:00:00 AM,7172,45158,67298,54172,4378,2403,9706,6624,11432,2956,20355,2090,17106,19803,1384,72971,87852,3066,2666,6328,2240,14934,8052,3823,0
513,08/09/2021 06:00:00 AM,7188,45203,67361,54235,4386,2404,9714,6631,11449,2970,20383,2090,17122,19820,1384,73058,87978,3068,2669,6345,2241,14946,8077,3833,0
514,08/10/2021 06:00:00 AM,7189,45259,67407,54282,4394,2404,9723,6649,11479,2978,20423,2094,17152,19829,1386,73178,88102,3076,2681,6360,2241,14955,8103,3840,0
515,08/11/2021 06:00:00 AM,7196,45342,67524,54371,4403,2409,9729,6666,11510,2984,20458,2097,17185,19858,1386,73308,88268,3080,2688,6384,2248,15001,8130,3845,0
516,08/12/2021 06:00:00 AM,7210,45436,67627,54469,4415,2412,9749,6686,11563,3013,20506,2099,17223,19882,1391,73452,88457,3095,2691,6418,2256,15039,8173,3855,0
517,08/13/2021 06:00:00 AM,7216,45523,67750,54537,4428,2416,9766,6707,11621,3022,20546,2112,17263,19910,1399,73535,88619,3104,2704,6448,2262,15073,8228,3878,0
518,08/14/2021 06:00:00 AM,7241,45595,67869,54641,4443,2424,9773,6733,11647,3033,20598,2116,17291,19952,1405,73645,88816,3117,2710,6481,2272,15111,8269,3901,0
519,08/15/2021 06:00:00 AM,7249,45671,67977,54726,4457,2429,9792,6747,11680,3045,20625,2119,17320,19988,1409,73761,88991,3122,2711,6494,2278,15153,8286,3922,0
520,08/16/2021 06:00:00 AM,7274,45715,68082,54787,4467,2432,9797,6762,11720,3060,20665,2125,17357,20015,1413,73842,89131,3130,2714,6527,2282,15167,8316,3938,0
521,08/17/2021 06:00:00 AM,7291,45777,68177,54849,4476,2435,9809,6779,11767,3068,20743,2126,17390,20047,1414,73960,89275,3142,2718,6563,2284,15184,8343,3952,0
522,08/18/2021 06:00:00 AM,7307,45888,68311,54926,4485,2437,9837,6811,11806,3081,20800,2136,17426,20082,1415,74070,89467,3146,2721,6588,2291,15232,8357,3961,0
523,08/19/2021 06:00:00 AM,7332,45974,68416,55031,4498,2444,9854,6830,11845,3104,20861,2147,17461,20109,1418,74209,89642,3157,2723,6630,2297,15286,8391,3982,0
524,08/20/2021 06:00:00 AM,7370,46074,68577,55075,4506,2448,9881,6856,11901,3124,20935,2153,17507,20148,1433,74377,89838,3166,2725,6670,2300,15322,8441,4020,0
525,08/21/2021 06:00:00 AM,7419,46168,68696,55156,4520,2462,9899,6879,11946,3138,20995,2176,17551,20196,1435,74553,90005,3175,2727,6697,2311,15376,8466,4032,0
526,08/22/2021 06:00:00 AM,7431,46334,68788,55244,4534,2467,9914,6901,11975,3162,21053,2180,17586,20233,1435,74662,90148,3179,2734,6714,2320,15422,8495,4057,0
527,08/23/2021 06:00:00 AM,7465,46389,68889,55312,4551,2469,9937,6920,12023,3171,21122,2195,17623,20267,1436,74807,90304,3180,2736,6741,2321,15445,8519,4071,0
528,08/24/2021 06:00:00 AM,7488,46470,68984,55368,4563,2472,9965,6941,12053,3184,21151,2202,17654,20295,1438,74912,90454,3196,2744,6779,2323,15467,8556,4081,0
529,08/25/2021 06:00:00 AM,7511,46586,69110,55471,4577,2476,9990,6960,12100,3199,21213,2204,17710,20332,1438,75053,90683,3204,2748,6828,2327,15531,8587,4092,0
530,08/26/2021 06:00:00 AM,7541,46709,69273,55549,4592,2483,10019,6990,12157,3211,21276,2213,17766,20373,1446,75205,90863,3220,2754,6855,2334,15610,8620,4115,0
531,08/27/2021 06:00:00 AM,7572,46828,69433,55676,4609,2493,10046,7022,12223,3224,21335,2217,17816,20443,1447,75362,91085,3226,2762,6914,2341,15670,8659,4144,0
532,08/28/2021 06:00:00 AM,7626,46963,69578,55776,4619,2503,10078,7050,12281,3243,21404,2230,17856,20525,1450,75552,91302,3232,2771,6954,2343,15721,8701,4157,0
533,08/29/2021 06:00:00 AM,7634,47037,69671,55873,4643,2510,10098,7069,12332,3257,21442,2237,17904,20559,1453,75744,91478,3236,2772,6988,2346,15773,8751,4175,0
534,08/30/2021 06:00:00 AM,7674,47117,69780,55957,4663,2513,10128,7091,12381,3270,21478,2244,17931,20605,1453,75859,91607,3244,2778,7007,2357,15817,8793,4177,0
535,08/31/2021 06:00:00 AM,7698,47195,69894,56032,4684,2522,10163,7124,12445,3290,21525,2255,17970,20637,1458,76018,91768,3256,2792,7052,2356,15844,8826,4198,0
536,09/01/2021 06:00:00 AM,7719,47353,70019,56156,4702,2529,10194,7151,12514,3306,21571,2267,18014,20713,1465,76159,92003,3263,2795,7107,2361,15932,8860,4223,0
537,09/02/2021 06:00:00 AM,7764,47503,70199,56222,4722,2539,10227,7181,12542,3335,21621,2272,18070,20742,1468,76337,92175,3268,2803,7142,2369,15992,8904,4251,0
538,09/03/2021 06:00:00 AM,7783,47622,70340,56320,4732,2552,10264,7205,12609,3369,21712,2286,18131,20813,1470,76486,92378,3278,2816,7198,2375,16029,8986,4281,0
539,09/04/2021 06:00:00 AM,7821,47766,70435,56419,4742,2559,10290,7228,12664,3379,21762,2307,18177,20839,1475,76611,92569,3293,2820,7240,2380,16118,9036,4299,0
540,09/05/2021 06:00:00 AM,7830,47853,70501,56488,4747,2565,10315,7235,12695,3392,21800,2314,18210,20856,1476,76705,92712,3307,2825,7269,2386,16167,9076,4310,0
541,09/06/2021 06:00:00 AM,7886,47942,70584,56575,4755,2580,10334,7269,12729,3410,21844,2333,18260,20909,1477,76831,92852,3310,2830,7323,2390,16199,9122,4317,0
542,09/07/2021 06:00:00 AM,7894,48005,70674,56652,4759,2583,10348,7288,12772,3417,21883,2336,18296,20932,1480,76933,92993,3322,2834,7364,2393,16205,9161,4332,0
543,09/08/2021 06:00:00 AM,7964,48080,70752,56669,4762,2586,10362,7299,12804,3427,21900,2341,18336,20954,1481,77026,93117,3329,2839,7392,2396,16216,9185,4340,0
544,09/09/2021 06:00:00 AM,8015,48159,70836,56732,4768,2586,10385,7310,12824,3434,21953,2349,18375,21048,1483,77131,93255,3334,2848,7406,2401,16281,9205,4346,0
545,09/10/2021 06:00:00 AM,8062,48289,70991,56864,4777,2605,10419,7343,12895,3476,22030,2367,18430,21092,1491,77265,93513,3346,2868,7476,2415,16361,9283,4359,0
546,09/11/2021 06:00:00 AM,8080,48437,71133,56990,4805,2628,10447,7367,12951,3514,22093,2373,18488,21123,1499,77406,93693,3360,2882,7528,2426,16441,9341,4388,0
547,09/12/2021 06:00:00 AM,8108,48548,71241,57113,4814,2647,10477,7387,12997,3533,22149,2388,18540,21164,1501,77522,93865,3367,2897,7550,2439,16514,9376,4406,0
548,09/13/2021 06:00:00 AM,8127,48651,71366,57211,4832,2650,10492,7414,13042,3536,22191,2400,18587,21198,1501,77696,94015,3373,2913,7629,2442,16548,9414,4418,0
549,09/14/2021 06:00:00 AM,8233,48733,71444,57295,4853,2661,10510,7436,13082,3546,22247,2412,18621,21236,1509,77870,94179,3380,2931,7657,2445,16570,9456,4434,0
550,09/15/2021 06:00:00 AM,8284,48844,71597,57329,4865,2670,10529,7467,13123,3559,22309,2422,18658,21270,1515,77967,94379,3389,2947,7740,2449,16657,9512,4448,0
551,09/16/2021 06:00:00 AM,8334,48966,71744,57444,4881,2683,10558,7495,13192,3598,22374,2435,18706,21312,1517,78130,94535,3400,2965,7772,2459,16746,9555,4458,0
552,09/17/2021 06:00:00 AM,8382,49087,71911,57570,4905,2704,10596,7535,13241,3619,22432,2469,18759,21366,1521,78288,94706,3432,2987,7863,2468,16836,9628,4479,0
553,09/18/2021 06:00:00 AM,8426,49207,72019,57673,4933,2718,10628,7571,13282,3638,22479,2491,18814,21422,1526,78428,94870,3445,3004,7916,2480,16912,9679,4500,0
554,09/19/2021 06:00:00 AM,8463,49313,72127,57773,4949,2737,10649,7590,13325,3651,22510,2521,18849,21436,1527,78530,95001,3454,3012,7985,2489,16977,9715,4514,0
555,09/20/2021 06:00:00 AM,8529,49394,72236,57895,4978,2757,10699,7623,13366,3668,22556,2538,18892,21492,1529,78635,95144,3463,3028,8030,2493,17025,9747,4519,0
556,09/21/2021 06:00:00 AM,8612,49464,72338,57962,4994,2767,10737,7648,13400,3681,22612,2552,18938,21518,1533,78755,95287,3474,3035,8055,2497,17034,9790,4527,0
557,09/22/2021 06:00:00 AM,8634,49565,72489,58064,5010,2771,10763,7672,13435,3695,22648,2561,18981,21544,1533,78852,95446,3491,3042,8113,2507,17162,9843,4534,0
558,09/23/2021 06:00:00 AM,8677,49719,72635,58209,5027,2797,10809,7706,13471,3699,22691,2571,19046,21600,1539,78980,95623,3507,3047,8173,2518,17275,9889,4552,0
559,09/24/2021 06:00:00 AM,8734,49843,72781,58311,5064,2807,10856,7740,13522,3710,22737,2595,19080,21634,1539,79097,95797,3512,3066,8268,2537,17367,9961,4565,0
560,09/25/2021 06:00:00 AM,8786,49974,72942,58445,5098,2834,10897,7782,13559,3751,22777,2624,19117,21671,1546,79270,96009,3536,3076,8395,2549,17453,10009,4590,0
561,09/26/2021 06:00:00 AM,8790,50074,73061,58576,5117,2849,10947,7820,13581,3762,22825,2635,19164,21719,1553,79373,96140,3548,3084,8415,2559,17547,10057,4608,0
562,09/27/2021 06:00:00 AM,8811,50169,73169,58677,5140,2861,10972,7851,13612,3770,22865,2657,19202,21764,1559,79452,96246,3554,3099,8478,2570,17574,10092,4620,0
563,09/28/2021 06:00:00 AM,8898,50220,73254,58792,5147,2873,11011,7886,13635,3780,22908,2670,19242,21795,1563,79555,96373,3562,3105,8509,2579,17617,10127,4635,0
564,09/29/2021 06:00:00 AM,8926,50329,73433,58876,5157,2876,11047,7928,13670,3789,22974,2682,19292,21839,1566,79650,96496,3569,3116,8546,2585,17712,10154,4649,0
565,09/30/2021 06:00:00 AM,8957,50469,73574,59003,5193,2908,11079,7963,13722,3802,23031,2703,19358,21883,1570,79807,96674,3580,3120,8679,2597,17795,10205,4668,0
566,10/01/2021 06:00:00 AM,8997,50582,73745,59168,5224,2921,11132,8009,13786,3829,23089,2723,19413,21934,1574,79948,96880,3593,3140,8733,2612,17884,10274,4680,0
567,10/02/2021 06:00:00 AM,9028,50722,73936,59246,5248,2945,11167,8058,13826,3848,23138,2738,19464,21956,1576,80069,96984,3614,3145,8825,2627,17981,10320,4696,0
568,10/03/2021 06:00:00 AM,9034,50846,74056,59432,5276,2959,11192,8082,13862,3850,23176,2749,19500,21986,1584,80175,97101,3619,3149,8868,2637,18051,10352,4713,0
569,10/04/2021 06:00:00 AM,9111,50950,74154,59561,5302,2969,11231,8115,13884,3861,23229,2773,19548,22027,1585,80272,97202,3638,3159,8897,2643,18102,10380,4734,0
570,10/05/2021 06:00:00 AM,9115,50997,74237,59635,5321,2971,11248,8131,13908,3880,23257,2776,19588,22041,1589,80365,97263,3641,3163,8920,2652,18137,10399,4742,0
571,10/06/2021 06:00:00 AM,9146,51106,74376,59717,5343,2975,11263,8179,13943,3884,23288,2783,19632,22086,1599,80448,97385,3655,3173,8998,2657,18213,10441,4763,0
572,10/07/2021 06:00:00 AM,9192,51229,74504,59866,5367,2988,11313,8226,13983,3905,23349,2813,19704,22151,1612,80598,97516,3671,3181,9040,2670,18308,10481,4784,0
573,10/08/2021 06:00:00 AM,9218,51343,74627,60000,5392,2995,11341,8256,14007,3921,23410,2836,19764,22173,1616,80692,97622,3689,3194,9125,2686,18404,10519,4797,0
574,10/09/2021 06:00:00 AM,9300,51458,74809,60063,5413,3010,11371,8300,14037,3934,23462,2866,19832,22199,1622,80807,97743,3708,3204,9189,2704,18474,10563,4818,0
575,10/10/2021 06:00:00 AM,9306,51549,74923,60184,5442,3019,11395,8326,14085,3945,23512,2888,19890,22234,1629,80918,98072,3721,3212,9254,2726,18556,10600,4833,0
576,10/11/2021 06:00:00 AM,9373,51608,75013,60287,5458,3025,11416,8347,14099,3958,23546,2903,19938,22249,1633,81005,98159,3733,3225,9274,2732,18586,10616,4845,0
577,10/12/2021 06:00:00 AM,9380,51634,75049,60340,5467,3031,11429,8368,14110,3964,23557,2906,19967,22260,1636,81028,98237,3741,3227,9287,2738,18596,10635,4852,0
578,10/13/2021 06:00:00 AM,9407,51731,75171,60457,5483,3035,11462,8411,14138,3976,23601,2916,20042,22299,1640,81142,98360,3749,3242,9316,2744,18708,10659,4863,0
579,10/14/2021 06:00:00 AM,9451,51866,75357,60496,5497,3047,11492,8446,14157,3981,23647,2940,20090,22339,1645,81245,98455,3761,3249,9379,2753,18789,10704,4889,0
580,10/15/2021 06:00:00 AM,9497,51948,75464,60607,5519,3052,11518,8485,14186,3997,23693,2952,20146,22354,1652,81338,98569,3767,3261,9453,2759,18883,10741,4902,0
581,10/16/2021 06:00:00 AM,9531,52028,75550,60710,5539,3071,11531,8531,14221,4008,23742,2975,20178,22380,1664,81407,98674,3782,3274,9505,2769,18930,10768,4911,0
582,10/17/2021 06:00:00 AM,9538,52107,75644,60812,5557,3085,11546,8558,14244,4017,23779,2981,20222,22401,1675,81487,98784,3792,3282,9549,2782,18994,10793,4921,0
583,10/18/2021 06:00:00 AM,9561,52143,75718,60923,5572,3091,11559,8575,14273,4024,23807,2986,20280,22420,1679,81557,98855,3803,3288,9573,2784,19036,10824,4933,0
584,10/19/2021 06:00:00 AM,9592,52207,75812,60903,5577,3098,11570,8602,14287,4029,23852,2999,20328,22437,1680,81618,98912,3806,3295,9596,2787,19042,10841,4937,0
585,10/20/2021 06:00:00 AM,9598,52290,75906,60951,5587,3105,11595,8641,14308,4048,23886,3002,20369,22466,1684,81691,98991,3815,3300,9642,2790,19057,10859,4943,0
586,10/21/2021 06:00:00 AM,9623,52401,76039,61003,5600,3133,11614,8676,14336,4064,23944,3027,20426,22478,1687,81768,99077,3830,3306,9672,2808,19213,10910,4958,0
