OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
1264,09/18/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1265,09/19/2023 06:00:00 AM,397,1288,2848,1970,179,92,486,285,418,119,638,124,688,470,79,2402,2389,132,81,256,117,647,373,189,30
1266,09/20/2023 06:00:00 AM,397,1290,2848,1971,179,92,486,285,418,119,639,124,688,470,79,2403,2389,132,81,256,118,647,373,189,28
1267,09/21/2023 06:00:00 AM,398,1290,2849,1971,179,92,486,285,419,119,639,124,688,470,79,2403,2390,132,81,256,118,647,373,189,28
1268,09/22/2023 06:00:00 AM,398,1291,2850,1972,179,92,486,285,419,119,639,124,688,470,79,2405,2390,132,81,256,118,647,373,189,27
1269,09/23/2023 06:00:00 AM,398,1291,2850,1972,179,92,486,285,419,119,639,124,688,470,79,2407,2390,132,81,256,118,647,373,189,30
1270,09/24/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1271,09/25/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1272,09/26/2023 06:00:00 AM,398,1292,2851,1972,179,92,487,285,419,119,639,124,688,470,79,2407,2390,132,81,256,118,648,373,190,32
1273,09/27/2023 06:00:00 AM,398,1292,2852,1972,179,92,487,285,419,119,639,124,689,470,79,2409,2391,132,81,256,118,648,373,190,32
1274,09/28/2023 06:00:00 AM,398,1292,2853,1972,179,92,487,285,419,119,639,124,689,470,79,2409,2391,132,81,256,118,649,373,190,30
1275,09/29/2023 06:00:00 AM,398,1291,2853,1973,179,92,487,285,419,119,639,124,689,470,79,2410,2392,132,81,257,118,650,373,190,26
1276,09/30/2023 06:00:00 AM,398,1291,2853,1974,179,92,487,285,419,119,639,124,689,470,79,2410,2392,132,81,258,118,650,373,190,28
1277,10/01/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1278,10/02/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1279,10/03/2023 06:00:00 AM,398,1291,2854,1974,179,92,488,285,419,119,639,124,689,470,79,2410,2392,132,81,258,118,653,373,191,27
1280,10/04/2023 06:00:00 AM,398,1291,2857,1974,179,92,488,285,419,119,639,124,689,470,79,2410,2392,132,81,258,120,653,373,191,27
1281,10/05/2023 06:00:00 AM,399,1292,2857,1976,179,92,488,285,419,119,639,124,690,470,79,2410,2393,132,81,258,120,653,373,191,28
1282,10/06/2023 06:00:00 AM,399,1292,2858,1977,179,92,488,285,419,119,639,124,690,470,79,2410,2393,132,81,258,120,653,373,191,27
1283,10/07/2023 06:00:00 AM,399,1293,2859,1977,179,92,488,285,419,120,639,124,690,470,79,2411,2393,132,81,258,120,653,373,192,26
1284,10/08/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1285,10/09/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1286,10/10/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1287,10/11/2023 06:00:00 AM,399,1293,2861,1977,179,92,489,285,419,120,639,124,690,470,79,2415,2394,132,81,258,121,653,373,192,29
1288,10/12/2023 06:00:00 AM,399,1293,2862,1977,179,92,489,285,419,120,639,124,690,470,79,2416,2396,132,81,258,121,653,373,192,27
1289,10/13/2023 06:00:00 AM,400,1293,2862,1977,179,92,489,285,419,120,639,124,690,470,79,2419,2396,132,81,259,121,653,373,192,27
1290,10/14/2023 06:00:00 AM,400,1294,2862,1977,179,92,489,285,419,120,639,124,690,470,79,2421,2399,132,81,259,121,653,373,192,25
1291,10/15/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1292,10/16/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1293,10/17/2023 06:00:00 AM,400,1295,2864,1977,180,92,489,285,419,120,639,124,691,470,79,2422,2400,132,81,259,121,654,373,192,31
1294,10/18/2023 06:00:00 AM,400,1295,2866,1978,180,92,489,287,419,120,639,124,691,471,79,2423,2400,132,81,259,121,654,373,192,28
1295,10/19/2023 06:00:00 AM,400,1296,2866,1978,180,92,489,287,419,120,639,124,692,472,79,2424,2401,132,81,259,121,654,373,192,25
1296,10/20/2023 06:00:00 AM,400,1296,2866,1978,180,92,489,287,419,120,639,124,693,472,79,2424,2401,132,81,259,121,654,373,192,27
1297,10/21/2023 06:00:00 AM,400,1296,2867,1978,180,92,489,287,419,120,640,124,694,472,79,2427,2401,132,81,259,121,654,373,192,25
1298,10/22/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1299,10/23/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1300,10/24/2023 06:00:00 AM,400,1297,2868,1978,180,92,489,287,419,120,640,124,695,472,79,2427,2402,132,81,260,121,654,373,192,27
1301,10/25/2023 06:00:00 AM,400,1297,2869,1978,180,92,489,287,419,120,640,124,695,472,79,2427,2402,132,81,260,121,655,373,192,27
1302,10/26/2023 06:00:00 AM,401,1298,2869,1978,180,92,489,287,420,120,640,124,695,472,79,2428,2402,132,81,260,121,656,373,192,25
1303,10/27/2023 06:00:00 AM,401,1298,2869,1978,180,92,489,288,420,120,640,124,695,472,79,2430,2402,132,81,260,121,657,374,192,27
1304,10/28/2023 06:00:00 AM,401,1298,2871,1979,180,92,489,288,420,120,641,124,695,473,79,2430,2404,132,81,260,121,657,374,192,23
1305,10/29/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1306,10/30/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1307,10/31/2023 06:00:00 AM,401,1298,2873,1979,180,92,489,289,420,120,641,124,695,473,79,2431,2404,132,81,260,121,657,374,192,28
1308,11/01/2023 06:00:00 AM,401,1298,2875,1979,180,92,489,289,420,120,641,125,695,473,79,2431,2404,132,81,260,121,657,374,192,28
1309,11/02/2023 06:00:00 AM,402,1298,2876,1979,180,92,490,289,420,120,641,125,695,473,79,2432,2405,132,81,260,121,657,374,193,27
1310,11/03/2023 06:00:00 AM,402,1298,2876,1981,180,92,490,289,421,120,641,125,695,473,79,2435,2405,132,81,259,121,657,374,193,26
1311,11/04/2023 06:00:00 AM,402,1298,2876,1981,180,92,490,289,421,120,641,125,695,473,79,2435,2405,132,81,259,121,657,374,193,32
1312,11/05/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1313,11/06/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1314,11/07/2023 05:00:00 AM,402,1300,2879,1981,180,92,490,290,421,120,641,125,696,475,79,2438,2405,132,81,259,121,658,374,193,30
1315,11/08/2023 05:00:00 AM,402,1300,2880,1981,180,92,490,291,421,121,641,125,696,475,79,2438,2405,132,81,259,121,658,374,193,33
1316,11/09/2023 05:00:00 AM,402,1300,2881,1981,180,92,491,291,421,121,641,125,697,475,79,2439,2405,132,81,259,122,658,374,193,31
1317,11/10/2023 05:00:00 AM,402,1301,2883,1981,180,92,491,291,421,121,641,125,697,475,79,2442,2406,133,81,259,122,658,374,193,31
1318,11/11/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1319,11/12/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1320,11/13/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1321,11/14/2023 05:00:00 AM,402,1302,2886,1983,180,92,491,291,421,121,642,125,699,476,79,2444,2407,133,81,259,122,658,374,193,34
1322,11/15/2023 05:00:00 AM,402,1302,2891,1983,180,92,491,291,421,121,643,125,699,476,79,2446,2407,133,81,259,122,659,374,193,33
1323,11/16/2023 05:00:00 AM,403,1302,2892,1984,180,92,491,291,421,121,643,125,699,476,79,2449,2407,133,81,259,122,660,374,193,32
1324,11/17/2023 05:00:00 AM,403,1303,2892,1984,180,92,491,291,421,121,644,125,699,477,79,2449,2410,133,81,259,122,660,375,193,27
1325,11/18/2023 05:00:00 AM,403,1304,2893,1984,180,92,491,291,421,121,644,125,699,477,79,2450,2410,133,81,259,122,660,376,193,30
1326,11/19/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1327,11/20/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1328,11/21/2023 05:00:00 AM,403,1305,2897,1984,180,92,491,291,422,121,644,125,699,478,81,2452,2411,133,81,260,122,660,376,193,28
1329,11/22/2023 05:00:00 AM,403,1305,2899,1984,180,92,492,291,422,121,644,125,699,478,81,2455,2412,133,81,260,122,660,377,193,31
1330,11/23/2023 05:00:00 AM,403,1305,2902,1984,180,92,493,291,422,121,644,125,699,478,81,2456,2413,133,81,260,122,660,378,193,29
1331,11/24/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1332,11/25/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1333,11/26/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1334,11/27/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1335,11/28/2023 05:00:00 AM,403,1306,2905,1984,180,92,494,291,422,121,645,125,700,480,81,2459,2414,133,81,260,122,661,378,193,41
1336,11/29/2023 05:00:00 AM,403,1306,2907,1985,180,92,495,292,422,121,645,125,700,480,81,2461,2414,134,81,260,123,663,378,193,42
1337,11/30/2023 05:00:00 AM,403,1307,2910,1986,180,92,495,292,422,121,646,125,701,480,81,2462,2414,134,82,260,123,663,378,193,41
1338,12/01/2023 05:00:00 AM,403,1308,2911,1987,180,92,495,292,422,121,647,125,702,480,81,2463,2416,134,82,261,123,663,378,193,40
1339,12/02/2023 05:00:00 AM,403,1309,2914,1987,180,92,495,292,422,121,647,125,702,481,81,2466,2417,134,82,261,123,663,378,193,36
1340,12/03/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1341,12/04/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1342,12/05/2023 05:00:00 AM,403,1311,2916,1988,180,92,495,292,422,121,647,125,702,481,81,2468,2420,134,83,262,123,663,378,193,39
1343,12/06/2023 05:00:00 AM,403,1311,2917,1990,180,92,495,292,422,121,647,125,702,481,81,2469,2421,135,83,263,123,663,378,193,31
1344,12/07/2023 05:00:00 AM,404,1311,2918,1990,180,93,495,292,423,121,647,125,702,482,81,2469,2421,135,83,263,123,664,378,193,31
1345,12/08/2023 05:00:00 AM,404,1311,2918,1992,180,93,495,292,423,121,647,125,702,482,81,2470,2421,135,83,263,123,664,378,193,34
1346,12/09/2023 05:00:00 AM,404,1312,2920,1992,180,93,495,292,423,121,647,125,702,483,81,2472,2421,135,83,263,123,664,378,193,34
1347,12/10/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1348,12/11/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1349,12/12/2023 05:00:00 AM,404,1312,2923,1992,180,93,498,292,423,121,648,126,702,484,81,2472,2422,135,83,263,123,665,378,193,44
1350,12/13/2023 05:00:00 AM,404,1313,2926,1994,180,93,498,292,423,121,649,126,702,485,81,2472,2422,135,83,263,123,667,378,193,39
1351,12/14/2023 05:00:00 AM,404,1313,2927,1997,180,93,500,292,423,122,651,126,703,485,81,2472,2423,135,83,263,123,668,378,193,33
1352,12/15/2023 05:00:00 AM,404,1313,2928,1998,180,93,499,293,423,122,652,126,703,485,81,2475,2423,135,82,263,123,668,378,193,33
1353,12/16/2023 05:00:00 AM,404,1314,2929,1998,180,93,499,293,423,122,652,126,703,485,81,2477,2423,135,83,263,123,668,379,193,35
1354,12/17/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1355,12/18/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1356,12/19/2023 05:00:00 AM,404,1316,2933,1998,180,93,499,293,424,122,653,126,704,485,81,2479,2424,135,83,264,123,668,379,193,35
1357,12/20/2023 05:00:00 AM,405,1316,2935,1998,180,93,499,293,425,122,653,126,705,485,81,2480,2426,135,83,264,123,668,379,193,35
1358,12/21/2023 05:00:00 AM,405,1316,2936,1998,180,93,499,293,425,122,653,126,706,485,81,2481,2427,135,83,264,123,669,379,193,36
1359,12/22/2023 05:00:00 AM,406,1318,2938,1998,180,93,500,293,425,122,653,126,706,486,81,2481,2428,135,83,264,123,670,379,193,33
1360,12/23/2023 05:00:00 AM,406,1319,2940,1999,180,93,501,293,425,122,653,126,707,486,81,2484,2428,135,83,264,123,670,379,193,30
1361,12/24/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1362,12/25/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1363,12/26/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1364,12/27/2023 05:00:00 AM,406,1319,2942,2000,180,94,502,293,426,122,653,126,707,486,81,2485,2428,135,83,264,123,671,379,193,34
1365,12/28/2023 05:00:00 AM,406,1319,2942,2000,180,94,502,293,426,123,654,126,708,486,81,2485,2429,135,83,264,123,672,379,193,35
1366,12/29/2023 05:00:00 AM,406,1319,2945,2001,180,94,503,293,426,123,654,126,709,486,81,2486,2429,135,83,264,123,672,379,194,39
1367,12/30/2023 05:00:00 AM,406,1319,2945,2003,180,94,503,293,426,123,654,126,709,486,81,2487,2429,135,83,264,123,672,380,195,40
1368,12/31/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1369,01/01/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1370,01/02/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1371,01/03/2024 05:00:00 AM,406,1322,2948,2005,180,94,504,293,426,123,654,126,709,486,81,2489,2431,135,83,264,123,673,381,195,49
1372,01/04/2024 05:00:00 AM,406,1324,2954,2005,181,94,505,294,426,123,655,126,709,486,81,2491,2432,135,83,266,123,673,382,195,40
1373,01/05/2024 05:00:00 AM,406,1324,2956,2006,181,94,505,294,426,123,655,126,709,486,81,2492,2434,135,83,266,123,673,382,195,46
1374,01/06/2024 05:00:00 AM,406,1326,2959,2007,181,94,505,294,426,123,656,126,711,486,81,2493,2434,135,84,268,123,673,382,195,38
1375,01/07/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1376,01/08/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1377,01/09/2024 05:00:00 AM,406,1326,2965,2009,182,94,506,294,426,123,656,126,712,487,81,2495,2436,136,84,269,123,673,384,195,39
1378,01/10/2024 05:00:00 AM,406,1326,2969,2009,182,94,506,294,426,123,656,126,712,487,81,2496,2438,136,84,269,123,673,384,196,39
1379,01/11/2024 05:00:00 AM,406,1327,2970,2009,182,94,506,295,426,123,657,126,712,487,81,2497,2441,136,84,269,123,673,384,196,37
1380,01/12/2024 05:00:00 AM,406,1327,2969,2010,183,94,507,295,426,123,658,126,712,487,81,2500,2442,136,84,269,123,676,384,196,33
1381,01/13/2024 05:00:00 AM,406,1327,2970,2010,183,94,510,295,427,123,661,126,714,487,81,2503,2443,137,84,269,123,676,384,196,30
1382,01/14/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1383,01/15/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1384,01/16/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1385,01/17/2024 05:00:00 AM,407,1328,2976,2012,183,94,510,295,428,123,663,126,714,487,81,2505,2444,137,85,269,123,678,385,196,35
1386,01/18/2024 05:00:00 AM,407,1329,2976,2012,183,94,511,295,428,123,663,126,714,487,81,2505,2444,137,85,269,123,679,385,196,37
1387,01/19/2024 05:00:00 AM,407,1331,2978,2012,183,94,511,295,428,123,664,127,714,487,81,2506,2444,137,85,269,123,679,385,196,39
1388,01/20/2024 05:00:00 AM,407,1331,2981,2012,183,94,511,295,428,124,665,128,715,487,81,2508,2444,137,85,269,123,679,385,196,37
1389,01/21/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1390,01/22/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1391,01/23/2024 05:00:00 AM,407,1332,2981,2015,183,94,512,295,429,125,667,128,715,487,81,2509,2446,137,85,269,123,680,385,196,33
1392,01/24/2024 05:00:00 AM,407,1332,2981,2015,183,94,512,295,429,125,667,128,716,487,81,2510,2447,137,85,269,124,681,385,196,34
1393,01/25/2024 05:00:00 AM,407,1332,2981,2017,183,94,512,295,429,125,667,128,716,488,81,2511,2449,137,85,269,124,681,385,196,35
1394,01/26/2024 05:00:00 AM,407,1333,2983,2018,183,94,512,295,430,125,667,128,717,488,81,2513,2450,137,85,270,124,681,386,196,33
1395,01/27/2024 05:00:00 AM,407,1333,2985,2019,183,94,512,295,430,125,668,128,719,488,81,2515,2451,137,85,270,124,682,386,196,28
1396,01/28/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1397,01/29/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1398,01/30/2024 05:00:00 AM,407,1335,2987,2020,184,95,512,295,431,125,669,128,719,488,81,2517,2453,139,85,271,124,683,386,196,35
1399,01/31/2024 05:00:00 AM,407,1335,2990,2020,184,95,512,295,431,125,669,128,719,491,81,2517,2456,139,85,272,124,683,386,196,32
1400,02/01/2024 05:00:00 AM,407,1335,2994,2021,185,95,512,295,431,125,669,128,720,491,81,2519,2456,139,85,272,124,683,386,196,33
1401,02/02/2024 05:00:00 AM,408,1336,2999,2036,185,95,512,295,432,125,670,128,720,491,81,2525,2465,139,85,272,123,684,387,196,27
1402,02/03/2024 05:00:00 AM,408,1336,2999,2036,185,95,513,295,432,126,671,128,720,491,81,2526,2465,139,85,272,123,684,387,196,35
1403,02/04/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1404,02/05/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1405,02/06/2024 05:00:00 AM,409,1340,3002,2036,185,95,512,295,432,126,672,128,720,491,82,2528,2466,139,85,272,123,684,387,196,41
1406,02/07/2024 05:00:00 AM,410,1340,3004,2036,185,95,512,295,433,126,673,128,722,491,82,2528,2466,139,85,272,123,684,387,196,39
1407,02/08/2024 05:00:00 AM,410,1341,3006,2037,185,95,512,295,433,126,673,128,722,491,82,2528,2468,139,85,272,125,685,387,196,36
1408,02/09/2024 05:00:00 AM,410,1342,3009,2037,186,95,512,295,433,126,673,128,723,492,82,2529,2469,139,85,272,125,685,387,196,36
1409,02/10/2024 05:00:00 AM,410,1342,3010,2037,186,95,513,295,434,126,673,128,723,492,82,2530,2469,139,85,272,125,685,387,196,31
1410,02/11/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1411,02/12/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1412,02/13/2024 05:00:00 AM,410,1342,3012,2037,186,95,513,296,436,126,673,129,724,492,82,2531,2470,139,85,272,125,685,387,196,30
1413,02/14/2024 05:00:00 AM,410,1342,3014,2038,186,95,514,296,436,126,673,129,724,492,82,2531,2471,139,85,272,125,685,387,196,32
1414,02/15/2024 05:00:00 AM,410,1343,3016,2040,186,95,514,296,437,126,673,129,724,492,82,2531,2472,139,85,272,125,685,387,196,29
1415,02/16/2024 05:00:00 AM,410,1343,3018,2039,186,95,514,296,437,126,673,129,724,492,82,2531,2474,139,85,272,125,685,387,196,30
1416,02/17/2024 05:00:00 AM,410,1343,3019,2040,186,95,514,296,437,126,673,129,724,492,82,2531,2475,139,85,272,125,685,387,196,27
1417,02/18/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1418,02/19/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1419,02/20/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1420,02/21/2024 05:00:00 AM,410,1345,3020,2042,186,95,514,296,437,126,674,129,724,493,82,2532,2475,140,85,273,125,685,387,196,29
1421,02/22/2024 05:00:00 AM,410,1346,3020,2044,186,95,514,296,437,126,675,129,724,493,82,2532,2475,140,85,273,125,686,387,196,26
1422,02/23/2024 05:00:00 AM,411,1346,3020,2045,186,95,514,296,437,126,675,129,724,493,82,2532,2476,140,85,273,126,686,387,196,26
1423,02/24/2024 05:00:00 AM,411,1346,3020,2045,186,95,514,296,437,126,676,129,724,493,82,2532,2476,140,85,273,126,686,387,196,26
1424,02/25/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1425,02/26/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1426,02/27/2024 05:00:00 AM,411,1347,3026,2045,186,95,515,296,438,126,678,129,724,494,82,2532,2477,140,85,274,126,687,387,196,28
1427,02/28/2024 05:00:00 AM,411,1347,3028,2046,186,95,515,296,438,126,679,129,724,494,82,2532,2477,140,85,274,126,687,387,196,28
1428,02/29/2024 05:00:00 AM,411,1348,3030,2046,186,95,516,296,438,126,679,129,724,494,82,2534,2477,140,85,274,126,687,387,196,28
1429,03/01/2024 05:00:00 AM,411,1349,3031,2046,187,95,517,296,438,126,679,129,724,494,82,2534,2479,140,85,274,126,687,387,196,28
1430,03/02/2024 05:00:00 AM,411,1350,3031,2046,187,95,517,296,438,126,679,129,724,494,82,2536,2479,140,85,274,127,688,387,196,29
1431,03/03/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1432,03/04/2024 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1433,03/05/2024 05:00:00 AM,411,1351,3034,2047,187,95,517,296,438,126,679,129,724,494,82,2537,2479,140,85,275,127,688,387,196,32
1434,03/06/2024 05:00:00 AM,411,1351,3034,2047,187,95,517,296,438,126,680,129,725,494,82,2538,2479,140,85,275,127,688,387,196,35
1435,03/07/2024 05:00:00 AM,411,1351,3036,2048,187,95,517,296,438,126,680,129,727,494,82,2540,2481,140,85,275,127,689,387,196,30
1436,03/08/2024 05:00:00 AM,411,1351,3038,2048,187,95,517,296,438,126,680,129,727,494,82,2540,2481,140,85,275,127,689,387,196,28
1437,03/09/2024 05:00:00 AM,411,1352,3040,2048,187,95,517,296,438,126,680,129,727,495,82,2542,2481,140,85,275,127,689,387,196,27
1438,03/10/2024 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1439,03/11/2024 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1440,03/12/2024 06:00:00 AM,411,1352,3042,2048,187,95,517,296,438,126,681,129,727,496,82,2543,2481,140,85,275,127,689,387,196,28
1441,03/13/2024 06:00:00 AM,412,1354,3042,2049,187,95,517,296,438,126,681,129,727,496,82,2544,2481,140,85,275,127,689,387,196,29
1442,03/14/2024 06:00:00 AM,413,1354,3043,2049,187,95,517,297,440,126,681,129,727,496,82,2544,2481,140,85,275,127,689,387,196,28
1443,03/15/2024 06:00:00 AM,413,1354,3043,2049,187,95,517,297,440,126,682,129,727,496,82,2545,2481,140,85,275,127,689,387,196,30
1444,03/16/2024 06:00:00 AM,413,1355,3043,2050,188,95,517,297,440,126,682,129,728,497,82,2545,2481,140,85,275,127,689,387,196,27
1445,03/17/2024 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1446,03/18/2024 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1447,03/19/2024 06:00:00 AM,413,1355,3041,2050,188,95,518,297,440,126,682,129,728,498,82,2547,2481,140,85,275,127,689,387,196,29
1448,03/20/2024 06:00:00 AM,413,1355,3041,2050,188,95,518,297,440,126,682,129,728,498,82,2547,2481,140,85,275,127,689,387,196,32
1449,03/21/2024 06:00:00 AM,413,1357,3042,2051,188,95,518,297,440,126,683,129,728,499,82,2548,2481,140,85,275,127,689,387,196,28
1450,03/22/2024 06:00:00 AM,413,1357,3042,2052,188,95,518,298,440,126,683,129,728,499,82,2549,2481,140,85,275,127,689,387,196,28
1451,03/23/2024 06:00:00 AM,413,1357,3043,2052,188,95,518,298,440,126,683,129,728,499,82,2549,2481,140,85,275,127,689,387,196,29
1452,03/24/2024 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1453,03/25/2024 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1454,03/26/2024 06:00:00 AM,414,1359,3043,2052,189,95,518,298,440,126,684,129,728,499,82,2551,2482,140,85,275,127,689,387,196,28
