OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
1051,02/17/2023 05:00:00 AM,385,1248,2754,1917,166,90,465,281,400,115,601,123,659,449,76,2300,2320,128,78,249,113,634,362,185,34
1052,02/18/2023 05:00:00 AM,385,1248,2755,1918,168,90,465,281,400,115,602,123,660,449,76,2300,2321,128,78,249,113,634,362,185,30
1053,02/19/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1054,02/20/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1055,02/21/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1056,02/22/2023 05:00:00 AM,385,1250,2758,1918,168,90,466,281,401,115,606,123,660,449,76,2304,2325,128,78,249,113,635,363,185,36
1057,02/23/2023 05:00:00 AM,385,1251,2758,1919,168,90,466,281,402,115,606,123,661,450,76,2306,2327,128,78,249,113,635,363,185,29
1058,02/24/2023 05:00:00 AM,385,1251,2759,1919,168,90,467,281,403,115,606,123,661,450,76,2308,2327,128,78,249,113,636,363,185,31
1059,02/25/2023 05:00:00 AM,385,1252,2759,1919,168,90,467,281,403,115,606,123,661,450,76,2310,2327,128,78,249,113,636,363,185,38
1060,02/26/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1061,02/27/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1062,02/28/2023 05:00:00 AM,388,1253,2761,1922,169,90,467,281,403,115,607,123,662,450,76,2314,2328,128,78,249,113,636,364,186,36
1063,03/01/2023 05:00:00 AM,388,1254,2765,1923,169,90,467,281,403,115,608,123,664,450,76,2315,2332,128,78,249,113,636,364,186,35
1064,03/02/2023 05:00:00 AM,389,1255,2769,1923,171,90,467,281,403,115,609,123,664,450,76,2318,2332,128,78,249,113,636,364,186,34
1065,03/03/2023 05:00:00 AM,389,1256,2770,1925,171,90,467,281,403,115,610,123,664,451,76,2319,2332,128,78,249,113,636,364,186,33
1066,03/04/2023 05:00:00 AM,389,1257,2771,1926,171,90,467,281,404,115,609,123,664,452,76,2319,2333,129,78,249,113,637,364,186,33
1067,03/05/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1068,03/06/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1069,03/07/2023 05:00:00 AM,390,1260,2775,1929,171,90,467,281,405,115,610,123,667,453,76,2319,2334,129,78,248,113,637,364,186,30
1070,03/08/2023 05:00:00 AM,390,1260,2779,1929,171,90,467,281,405,115,610,123,667,454,76,2319,2335,129,78,249,113,637,364,187,30
1071,03/09/2023 05:00:00 AM,390,1260,2779,1930,171,90,467,282,405,115,610,123,667,454,76,2319,2335,129,78,250,113,637,365,187,35
1072,03/10/2023 05:00:00 AM,390,1260,2781,1930,171,90,467,282,405,115,610,123,667,455,76,2320,2338,129,78,250,113,637,365,187,32
1073,03/11/2023 05:00:00 AM,390,1262,2783,1930,171,90,468,282,406,115,611,123,668,455,76,2321,2338,129,78,250,113,637,365,187,28
1074,03/12/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1075,03/13/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1076,03/14/2023 06:00:00 AM,390,1262,2788,1931,171,90,468,282,406,115,612,123,668,455,76,2324,2340,130,78,250,113,637,365,187,29
1077,03/15/2023 06:00:00 AM,390,1262,2788,1931,171,90,468,282,406,115,612,123,668,455,76,2324,2341,130,78,250,112,637,365,187,32
1078,03/16/2023 06:00:00 AM,390,1262,2791,1932,171,90,468,282,406,115,612,123,668,455,76,2325,2341,130,78,250,112,637,365,187,32
1079,03/17/2023 06:00:00 AM,390,1263,2791,1932,171,90,469,282,408,115,612,123,668,456,76,2326,2341,130,78,250,112,637,365,187,34
1080,03/18/2023 06:00:00 AM,390,1263,2792,1934,171,90,469,282,408,115,613,123,668,456,76,2327,2341,130,78,250,112,637,365,187,32
1081,03/19/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1082,03/20/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1083,03/21/2023 06:00:00 AM,390,1263,2794,1937,172,90,469,282,408,115,613,123,668,456,76,2329,2342,130,78,250,112,637,365,187,32
1084,03/22/2023 06:00:00 AM,390,1264,2796,1938,172,90,469,282,408,115,614,123,668,456,76,2331,2345,130,78,250,112,637,366,187,29
1085,03/23/2023 06:00:00 AM,390,1264,2797,1939,173,90,469,282,408,115,614,123,668,456,76,2332,2347,130,78,250,112,638,366,187,26
1086,03/24/2023 06:00:00 AM,390,1264,2798,1940,174,90,469,282,408,115,614,123,668,456,76,2333,2347,130,78,250,112,638,366,187,25
1087,03/25/2023 06:00:00 AM,391,1264,2798,1940,174,90,469,282,408,115,614,123,668,456,76,2333,2347,130,78,250,112,638,366,187,27
1088,03/26/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1089,03/27/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1090,03/28/2023 06:00:00 AM,391,1265,2800,1941,174,90,469,282,408,115,615,123,670,456,76,2334,2348,130,78,250,112,638,366,187,30
1091,03/29/2023 06:00:00 AM,391,1266,2801,1941,174,90,469,282,408,115,615,123,671,456,76,2335,2349,130,78,250,112,639,366,187,28
1092,03/30/2023 06:00:00 AM,391,1267,2802,1941,174,90,469,282,408,115,616,123,671,457,76,2336,2349,130,78,250,112,639,366,187,28
1093,03/31/2023 06:00:00 AM,391,1267,2802,1942,174,90,469,282,408,115,617,123,671,457,77,2338,2349,130,78,250,112,639,366,187,25
1094,04/01/2023 06:00:00 AM,391,1267,2803,1942,174,90,470,282,408,115,617,123,671,457,77,2340,2349,130,78,250,112,639,366,187,25
1095,04/02/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1096,04/03/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1097,04/04/2023 06:00:00 AM,391,1268,2804,1943,174,91,470,282,408,115,617,123,671,459,77,2341,2349,130,78,251,112,639,366,187,29
1098,04/05/2023 06:00:00 AM,391,1268,2804,1943,174,91,470,282,408,115,618,123,671,459,77,2341,2349,130,78,251,112,639,366,187,28
1099,04/06/2023 06:00:00 AM,391,1268,2804,1943,174,91,470,283,408,115,619,123,671,461,77,2342,2349,130,78,251,112,639,366,187,25
1100,04/07/2023 06:00:00 AM,391,1268,2804,1943,174,91,471,283,408,115,619,123,671,461,77,2343,2349,130,78,251,112,639,367,187,28
1101,04/08/2023 06:00:00 AM,391,1269,2806,1943,174,91,471,283,408,115,619,123,671,461,77,2345,2349,130,78,251,112,639,367,187,26
1102,04/09/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1103,04/10/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1104,04/11/2023 06:00:00 AM,391,1269,2807,1944,174,91,471,283,408,115,620,123,672,463,77,2347,2349,130,78,252,112,639,367,187,24
1105,04/12/2023 06:00:00 AM,391,1269,2809,1944,174,91,471,283,408,115,620,123,672,463,77,2348,2350,130,78,252,112,639,367,187,27
1106,04/13/2023 06:00:00 AM,391,1269,2809,1944,174,91,472,283,408,115,621,123,672,465,77,2348,2350,130,78,252,112,639,367,187,27
1107,04/14/2023 06:00:00 AM,391,1269,2809,1944,174,91,473,283,408,115,621,123,673,465,77,2349,2351,130,78,252,112,640,367,187,26
1108,04/15/2023 06:00:00 AM,391,1269,2810,1944,174,91,473,284,408,115,621,123,674,465,77,2348,2351,130,78,253,112,640,367,187,26
1109,04/16/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1110,04/17/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1111,04/18/2023 06:00:00 AM,391,1269,2812,1944,174,91,473,284,408,115,622,123,675,465,77,2349,2353,130,78,253,112,640,367,187,25
1112,04/19/2023 06:00:00 AM,391,1269,2813,1944,174,91,473,284,409,115,622,123,676,465,77,2350,2355,130,78,253,112,640,367,187,24
1113,04/20/2023 06:00:00 AM,391,1269,2813,1944,174,91,473,284,409,115,622,123,676,466,77,2350,2355,130,78,253,112,640,367,187,26
1114,04/21/2023 06:00:00 AM,391,1270,2813,1944,174,91,473,284,409,115,623,123,676,466,77,2350,2354,130,78,253,112,640,367,187,25
1115,04/22/2023 06:00:00 AM,391,1270,2813,1944,174,91,473,284,410,115,623,123,676,466,77,2350,2356,130,78,253,112,641,367,187,22
1116,04/23/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1117,04/24/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1118,04/25/2023 06:00:00 AM,391,1271,2813,1944,174,91,473,284,410,115,623,123,676,466,77,2351,2356,130,78,253,112,641,367,187,23
1119,04/26/2023 06:00:00 AM,391,1271,2813,1946,174,91,473,284,410,115,623,123,676,466,77,2352,2356,130,78,253,112,641,367,187,24
1120,04/27/2023 06:00:00 AM,391,1271,2814,1946,174,91,473,284,410,115,623,123,676,466,77,2353,2356,130,78,254,112,641,367,187,23
1121,04/28/2023 06:00:00 AM,391,1271,2815,1946,174,91,473,284,410,115,623,123,676,466,77,2354,2356,130,78,254,112,641,367,187,25
1122,04/29/2023 06:00:00 AM,391,1271,2815,1947,174,91,473,284,411,115,624,123,676,466,77,2354,2356,130,78,254,112,641,367,187,27
1123,04/30/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1124,05/01/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1125,05/02/2023 06:00:00 AM,391,1272,2816,1947,174,91,473,284,412,115,624,123,676,467,77,2355,2358,130,78,254,113,641,367,187,25
1126,05/03/2023 06:00:00 AM,391,1273,2816,1947,174,91,473,284,412,115,624,123,676,467,77,2355,2358,130,78,254,113,641,367,187,27
1127,05/04/2023 06:00:00 AM,391,1273,2817,1948,174,91,473,284,412,115,624,123,676,467,77,2355,2358,130,78,254,113,641,367,187,25
1128,05/05/2023 06:00:00 AM,391,1273,2817,1948,174,91,473,284,412,115,625,123,676,467,77,2356,2358,130,78,254,113,641,367,187,25
1129,05/06/2023 06:00:00 AM,391,1273,2819,1949,174,91,473,284,412,115,625,123,676,467,77,2356,2358,130,78,254,114,641,367,187,23
1130,05/07/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1131,05/08/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1132,05/09/2023 06:00:00 AM,391,1273,2819,1949,174,91,473,284,412,115,625,123,676,466,77,2357,2361,130,78,254,115,641,367,187,24
1133,05/10/2023 06:00:00 AM,391,1273,2819,1949,174,91,473,285,412,115,625,123,676,466,77,2357,2361,130,78,254,115,642,367,187,24
1134,05/11/2023 06:00:00 AM,391,1273,2819,1949,174,91,473,285,412,115,625,123,676,466,77,2357,2362,130,78,254,115,642,367,187,22
1135,05/12/2023 06:00:00 AM,391,1274,2819,1949,174,91,473,285,412,115,625,123,676,466,77,2357,2362,130,78,254,115,642,367,187,22
1136,05/13/2023 06:00:00 AM,391,1274,2819,1950,174,91,473,285,412,115,626,123,676,466,77,2357,2362,130,78,254,115,642,367,187,21
1137,05/14/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1138,05/15/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1139,05/16/2023 06:00:00 AM,391,1274,2819,1950,174,91,473,285,412,115,627,123,676,466,77,2358,2362,130,78,254,115,642,367,187,23
1140,05/17/2023 06:00:00 AM,391,1274,2819,1950,174,91,473,284,412,115,627,123,676,466,77,2359,2362,130,78,254,116,642,367,187,25
1141,05/18/2023 06:00:00 AM,391,1274,2819,1951,174,91,474,284,412,115,627,123,676,466,77,2360,2362,130,78,254,116,642,367,187,22
1142,05/19/2023 06:00:00 AM,391,1274,2819,1953,174,91,474,284,412,115,627,123,676,466,77,2359,2362,130,78,254,116,642,367,187,22
1143,05/20/2023 06:00:00 AM,391,1274,2819,1953,175,91,474,284,412,115,627,123,677,466,77,2361,2362,130,78,254,116,642,367,187,20
1144,05/21/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1145,05/22/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1146,05/23/2023 06:00:00 AM,391,1274,2819,1953,175,91,474,284,412,115,627,123,677,466,77,2361,2363,130,78,254,116,642,367,187,24
1147,05/24/2023 06:00:00 AM,392,1274,2819,1953,175,91,474,284,412,115,627,123,677,466,77,2361,2363,130,78,254,116,642,367,187,25
1148,05/25/2023 06:00:00 AM,392,1274,2819,1953,175,91,475,284,412,115,627,123,677,466,77,2361,2363,130,78,254,116,642,367,188,23
1149,05/26/2023 06:00:00 AM,392,1275,2819,1953,175,91,475,284,412,115,627,123,677,466,77,2361,2363,130,78,254,116,642,367,188,23
1150,05/27/2023 06:00:00 AM,392,1276,2819,1953,175,91,475,284,412,115,628,123,677,466,77,2362,2364,130,78,254,116,642,367,188,23
1151,05/28/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1152,05/29/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1153,05/30/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1154,05/31/2023 06:00:00 AM,392,1276,2821,1953,175,91,475,284,412,115,628,123,678,466,77,2363,2364,130,78,254,116,642,367,188,21
1155,06/01/2023 06:00:00 AM,392,1276,2821,1953,175,91,475,284,412,115,628,123,678,466,77,2363,2364,130,78,254,116,642,367,188,22
1156,06/02/2023 06:00:00 AM,392,1276,2821,1953,175,91,476,284,412,115,628,123,678,466,77,2363,2364,130,78,254,116,642,367,188,23
1157,06/03/2023 06:00:00 AM,392,1276,2822,1953,175,91,476,284,412,115,628,123,678,466,77,2363,2364,130,78,254,116,642,367,188,23
1158,06/04/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1159,06/05/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1160,06/06/2023 06:00:00 AM,392,1276,2822,1953,175,91,476,284,412,115,628,123,678,466,77,2363,2365,130,78,254,116,642,367,189,22
1161,06/07/2023 06:00:00 AM,392,1276,2822,1953,175,91,476,284,413,115,628,123,678,467,77,2363,2365,130,78,254,116,642,367,189,21
1162,06/08/2023 06:00:00 AM,392,1276,2822,1953,175,91,476,284,413,116,628,123,678,467,77,2363,2366,130,78,254,116,642,367,189,21
1163,06/09/2023 06:00:00 AM,392,1277,2822,1953,175,91,476,284,413,116,628,123,678,467,77,2363,2367,130,78,254,116,642,367,189,21
1164,06/10/2023 06:00:00 AM,392,1277,2824,1953,175,91,476,284,413,116,628,123,678,467,77,2364,2367,130,78,254,116,642,367,189,21
1165,06/11/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1166,06/12/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1167,06/13/2023 06:00:00 AM,392,1277,2824,1953,175,91,477,285,413,116,628,123,678,467,77,2365,2367,130,78,254,116,642,367,189,22
1168,06/14/2023 06:00:00 AM,392,1277,2825,1953,175,91,477,285,413,116,628,123,678,467,77,2366,2367,131,78,254,116,642,367,189,22
1169,06/15/2023 06:00:00 AM,392,1277,2826,1953,175,91,477,285,413,116,628,123,678,467,77,2366,2368,131,78,254,116,642,367,189,24
1170,06/16/2023 06:00:00 AM,392,1277,2827,1953,175,91,477,285,413,116,628,123,678,467,77,2366,2369,131,78,254,116,642,367,189,24
1171,06/17/2023 06:00:00 AM,392,1277,2828,1953,175,91,477,285,413,116,628,123,678,467,77,2368,2370,131,78,254,116,642,367,189,21
1172,06/18/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1173,06/19/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1174,06/20/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1175,06/21/2023 06:00:00 AM,392,1277,2830,1953,175,91,477,285,413,116,628,123,679,467,78,2371,2370,131,78,254,116,642,367,189,22
1176,06/22/2023 06:00:00 AM,392,1277,2830,1953,175,91,477,285,413,116,628,123,679,467,78,2371,2372,131,78,254,116,642,367,189,20
1177,06/23/2023 06:00:00 AM,392,1278,2830,1953,175,91,477,285,413,116,628,123,679,467,78,2371,2372,131,78,254,116,642,367,189,23
1178,06/24/2023 06:00:00 AM,392,1278,2830,1953,175,91,477,284,413,116,628,123,679,467,78,2372,2372,131,78,254,116,642,367,189,24
1179,06/25/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1180,06/26/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1181,06/27/2023 06:00:00 AM,392,1278,2830,1953,175,91,477,284,413,116,628,123,679,467,78,2375,2372,131,78,254,116,642,367,189,22
1182,06/28/2023 06:00:00 AM,392,1278,2830,1953,175,91,477,284,413,116,628,123,679,467,78,2375,2372,131,78,254,116,642,368,189,22
1183,06/29/2023 06:00:00 AM,392,1278,2830,1953,175,91,477,284,413,116,628,123,679,467,78,2376,2374,131,78,254,116,642,368,189,21
1184,06/30/2023 06:00:00 AM,392,1278,2830,1953,175,91,477,284,413,116,628,123,679,467,78,2376,2374,131,78,254,116,642,368,189,23
1185,07/01/2023 06:00:00 AM,392,1278,2831,1953,175,91,477,284,413,116,628,123,679,467,78,2376,2374,131,78,254,116,643,368,189,21
1186,07/02/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1187,07/03/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1188,07/04/2023 06:00:00 AM,392,1278,2831,1953,175,91,477,284,413,116,628,123,679,467,78,2377,2374,131,78,254,116,644,368,189,21
1189,07/05/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1190,07/06/2023 06:00:00 AM,392,1278,2831,1953,175,91,477,284,413,116,628,123,680,467,78,2377,2374,131,78,254,116,644,368,189,24
1191,07/07/2023 06:00:00 AM,392,1278,2831,1953,175,91,477,284,413,117,628,123,680,467,78,2377,2374,131,78,254,116,644,368,189,24
1192,07/08/2023 06:00:00 AM,392,1279,2831,1954,175,91,477,284,413,117,628,123,680,467,78,2377,2374,131,78,254,116,644,368,189,22
1193,07/09/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1194,07/10/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1195,07/11/2023 06:00:00 AM,394,1279,2831,1955,175,91,477,284,413,117,629,123,680,468,78,2378,2375,131,78,254,116,644,368,189,21
1196,07/12/2023 06:00:00 AM,394,1279,2831,1955,175,91,477,284,413,117,629,123,680,468,78,2378,2375,131,78,254,116,644,368,189,24
1197,07/13/2023 06:00:00 AM,394,1279,2831,1956,175,91,477,284,413,117,629,123,680,468,78,2378,2375,131,78,255,116,644,368,189,22
1198,07/14/2023 06:00:00 AM,394,1279,2831,1956,175,91,477,284,413,117,629,123,680,468,78,2378,2375,131,78,255,116,644,368,189,23
1199,07/15/2023 06:00:00 AM,394,1279,2831,1956,175,91,477,284,413,117,629,123,680,468,78,2378,2375,131,78,255,116,644,368,189,24
1200,07/16/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1201,07/17/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1202,07/18/2023 06:00:00 AM,394,1279,2832,1958,175,92,477,284,413,117,629,123,680,468,78,2377,2376,131,78,255,116,644,368,189,21
1203,07/19/2023 06:00:00 AM,394,1279,2832,1958,175,92,477,284,414,117,629,123,680,468,78,2378,2376,131,78,255,116,644,368,189,20
1204,07/20/2023 06:00:00 AM,395,1279,2832,1958,175,92,477,284,414,117,629,123,680,468,78,2378,2376,131,78,255,116,644,368,189,21
1205,07/21/2023 06:00:00 AM,395,1279,2832,1958,175,92,477,284,414,117,629,123,680,468,78,2378,2376,131,78,255,116,644,368,189,22
1206,07/22/2023 06:00:00 AM,395,1279,2832,1958,175,92,477,284,414,117,630,123,680,468,78,2380,2376,131,78,255,116,644,368,189,22
1207,07/23/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1208,07/24/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1209,07/25/2023 06:00:00 AM,395,1279,2832,1958,175,92,477,284,414,117,630,123,680,468,78,2380,2376,131,78,255,116,644,368,189,25
1210,07/26/2023 06:00:00 AM,395,1279,2832,1958,175,92,477,284,414,117,630,123,680,468,78,2381,2376,131,78,255,116,644,368,189,26
1211,07/27/2023 06:00:00 AM,395,1279,2832,1959,175,92,477,284,414,117,631,123,681,468,78,2381,2376,131,78,255,116,644,368,189,24
1212,07/28/2023 06:00:00 AM,395,1279,2832,1959,175,92,477,284,414,117,632,123,681,468,78,2381,2377,131,78,255,116,644,368,189,24
1213,07/29/2023 06:00:00 AM,395,1279,2832,1959,175,92,477,284,414,117,632,123,681,468,78,2382,2377,132,78,255,116,644,368,189,23
1214,07/30/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1215,07/31/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1216,08/01/2023 06:00:00 AM,395,1279,2832,1959,175,92,478,284,414,117,632,123,681,468,78,2382,2377,132,78,255,116,645,369,189,21
1217,08/02/2023 06:00:00 AM,395,1279,2832,1959,175,92,478,284,414,117,632,124,681,468,78,2382,2377,132,78,255,116,645,369,189,22
1218,08/03/2023 06:00:00 AM,395,1279,2832,1959,175,92,478,284,414,117,632,124,681,468,78,2382,2377,132,78,255,116,645,369,189,22
1219,08/04/2023 06:00:00 AM,395,1279,2832,1959,175,92,478,284,414,117,632,124,681,468,78,2382,2378,132,78,255,116,645,369,189,22
1220,08/05/2023 06:00:00 AM,395,1279,2832,1959,175,92,478,284,414,117,632,124,681,468,78,2382,2378,132,78,255,116,645,369,189,24
1221,08/06/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1222,08/07/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1223,08/08/2023 06:00:00 AM,395,1279,2833,1959,175,92,478,284,414,117,633,124,681,469,78,2382,2379,132,78,255,116,645,369,189,25
1224,08/09/2023 06:00:00 AM,395,1280,2833,1959,175,92,479,284,414,117,633,124,681,469,78,2382,2379,132,78,255,116,645,369,189,26
1225,08/10/2023 06:00:00 AM,395,1280,2834,1959,176,92,479,284,414,117,633,124,681,469,78,2383,2379,132,78,255,117,645,369,189,24
1226,08/11/2023 06:00:00 AM,395,1281,2834,1959,177,92,479,284,414,117,633,124,681,469,78,2383,2380,132,78,255,117,645,369,189,23
1227,08/12/2023 06:00:00 AM,395,1281,2834,1959,177,92,479,284,414,118,633,124,681,469,79,2383,2380,132,78,255,117,645,370,189,22
1228,08/13/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1229,08/14/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1230,08/15/2023 06:00:00 AM,395,1281,2834,1959,177,92,479,284,414,118,633,124,681,469,79,2384,2381,132,78,255,117,645,370,189,25
1231,08/16/2023 06:00:00 AM,395,1281,2836,1960,177,92,480,284,414,118,633,124,681,469,79,2385,2381,132,78,255,117,645,370,189,23
1232,08/17/2023 06:00:00 AM,395,1281,2836,1960,177,92,480,284,414,118,633,124,681,469,79,2388,2382,132,79,255,117,645,370,189,22
1233,08/18/2023 06:00:00 AM,396,1281,2836,1960,177,92,480,284,414,118,633,124,681,469,79,2388,2382,132,79,255,117,645,370,189,23
1234,08/19/2023 06:00:00 AM,396,1281,2836,1961,178,92,480,284,415,118,633,124,681,469,79,2388,2381,132,79,255,117,645,370,189,24
1235,08/20/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1236,08/21/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1237,08/22/2023 06:00:00 AM,396,1282,2836,1961,179,92,480,284,415,118,633,124,683,469,79,2389,2383,132,80,256,117,645,370,189,33
1238,08/23/2023 06:00:00 AM,396,1284,2838,1961,179,92,480,285,415,118,633,124,683,469,79,2391,2384,132,80,256,117,646,371,189,24
1239,08/24/2023 06:00:00 AM,396,1284,2838,1962,179,92,480,285,415,118,633,124,683,469,79,2391,2384,132,80,256,117,646,371,189,25
1240,08/25/2023 06:00:00 AM,396,1284,2838,1962,179,92,480,285,415,118,633,124,683,469,79,2392,2385,132,80,256,117,647,371,189,25
1241,08/26/2023 06:00:00 AM,396,1285,2838,1963,179,92,480,285,415,118,634,124,683,469,79,2393,2385,132,80,256,117,647,371,189,24
1242,08/27/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1243,08/28/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1244,08/29/2023 06:00:00 AM,396,1285,2838,1964,179,92,480,285,416,118,634,124,683,469,79,2394,2385,132,80,256,117,647,371,189,24
1245,08/30/2023 06:00:00 AM,396,1285,2838,1964,179,92,481,285,416,118,634,124,684,469,79,2394,2385,132,80,256,117,647,371,189,23
1246,08/31/2023 06:00:00 AM,396,1285,2838,1964,179,92,481,285,416,118,634,124,684,469,79,2395,2385,132,80,256,117,647,371,189,24
1247,09/01/2023 06:00:00 AM,396,1285,2838,1964,179,92,481,285,416,119,635,124,684,469,79,2395,2386,132,80,256,117,647,371,189,25
1248,09/02/2023 06:00:00 AM,396,1285,2839,1964,179,92,481,285,416,119,635,124,684,470,79,2395,2386,132,80,256,117,647,371,189,24
1249,09/03/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1250,09/04/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1251,09/05/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1252,09/06/2023 06:00:00 AM,396,1285,2841,1964,179,92,481,285,416,119,635,124,685,470,79,2395,2386,132,80,256,117,647,372,189,26
1253,09/07/2023 06:00:00 AM,396,1285,2841,1966,179,92,483,285,417,119,635,124,685,470,79,2395,2386,132,81,256,117,647,372,189,23
1254,09/08/2023 06:00:00 AM,396,1285,2841,1966,179,92,483,285,417,119,635,124,685,470,79,2395,2386,132,81,256,117,647,372,189,25
1255,09/09/2023 06:00:00 AM,396,1286,2842,1967,179,92,484,285,417,119,635,124,686,470,79,2396,2386,132,81,256,117,647,372,189,23
1256,09/10/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1257,09/11/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1258,09/12/2023 06:00:00 AM,396,1286,2843,1967,179,92,484,285,417,119,636,124,686,470,79,2397,2387,132,81,256,117,647,372,189,24
1259,09/13/2023 06:00:00 AM,397,1286,2843,1967,179,92,484,285,417,119,637,124,687,470,79,2398,2387,132,81,256,117,647,372,189,30
1260,09/14/2023 06:00:00 AM,397,1287,2844,1967,179,92,485,285,417,119,637,124,688,470,79,2400,2387,132,81,256,117,647,372,189,29
1261,09/15/2023 06:00:00 AM,397,1287,2845,1967,179,92,485,285,417,119,637,124,688,470,79,2401,2388,132,81,256,117,647,372,189,32
1262,09/16/2023 06:00:00 AM,397,1288,2847,1967,179,92,486,285,417,119,638,124,688,470,79,2401,2388,132,81,256,117,647,372,189,29
1263,09/17/2023 06:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
